ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
2618;0;0;12;19
2619;0;1;13;3
2620;0;0;15;12
2621;1;1;12;9
2622;0;1;8;18
2623;0;0;12;7
2624;0;0;10;5
2625;0;0;12;13
2626;1;1;10;19
2627;0;1;7;9
2628;0;0;8;6
2629;0;1;14;20
2630;1;1;14;0
2631;1;1;9;7
2632;0;1;8;17
2633;0;0;8;8
2634;0;0;12;14
2635;1;1;13;4
2636;1;0;12;16
2637;1;0;13;6
2638;1;0;8;9
2639;1;1;11;20
2640;0;0;7;15
2641;1;1;11;3
2642;0;0;7;13
2643;1;1;8;13
2644;0;1;13;13
2645;0;0;10;17
2646;1;1;9;14
2647;1;1;9;3
2648;0;0;11;15
2649;1;1;11;11
2650;0;0;7;1
2651;1;0;12;12
2652;0;1;12;3
2653;1;0;9;5
2654;0;0;12;5
2655;0;0;8;2
2656;0;0;12;2
2657;0;1;11;12
2658;0;0;12;5
2659;0;0;12;15
2660;0;1;9;4
2661;0;1;15;15
2662;1;0;13;8
2663;1;1;8;18
2664;0;0;15;13
2665;0;1;10;6
2666;0;0;14;3
2667;0;0;15;11
2668;1;1;7;13
2669;1;1;7;11
2670;1;0;12;6
2671;0;0;13;12
2672;0;0;15;2
2673;0;0;9;10
2674;0;0;12;11
2675;0;0;15;18
2676;0;0;8;14
2677;0;0;14;11
2678;1;1;12;1
2679;0;1;8;5
2680;0;0;11;9
2681;1;1;10;11
2682;0;1;13;18
2683;0;1;12;11
2684;0;0;10;15
2685;0;1;15;12
2686;0;0;12;10
2687;0;0;10;6
2688;1;1;8;10
2689;0;0;7;13
2690;1;1;11;2
2691;0;0;11;13
2692;1;0;8;15
2693;0;0;10;12
2694;0;0;14;6
2695;0;0;11;12
2696;0;0;8;8
2697;0;1;11;18
2698;1;0;7;10
2699;1;1;8;12
2700;0;0;8;15
2701;0;1;13;11
2702;0;0;14;9
2703;0;0;10;13
2704;0;0;9;7
2705;0;0;10;11
2706;1;1;10;3
2707;0;0;12;5
2708;0;0;14;18
2709;0;0;10;14
2710;0;0;14;1
2711;0;0;8;13
2712;0;1;9;16
2713;0;1;7;11
2714;0;0;15;15
2715;0;0;10;12
2716;1;0;10;18
2717;0;1;15;16
2718;0;0;12;19
2719;0;1;13;3
2720;0;0;15;12
2721;1;1;12;9
2722;0;1;8;18
2723;0;0;12;7
2724;0;0;10;5
2725;0;0;12;13
2726;1;1;10;19
2727;0;1;7;9
2728;0;0;8;6
2729;0;1;14;20
2730;1;1;14;0
2731;1;1;9;7
2732;0;1;8;17
2733;0;0;8;8
2734;0;0;12;14
2735;1;1;13;4
2736;1;0;12;16
2737;1;0;13;6
2738;1;0;8;9
2739;1;1;11;20
2740;0;0;7;15
2741;1;1;11;3
2742;0;0;7;13
2743;1;1;8;13
2744;0;1;13;13
2745;0;0;10;17
2746;1;1;9;14
2747;1;1;9;3
2748;0;0;11;15
2749;1;1;11;11
2750;0;0;7;1
2751;1;0;12;12
2752;0;1;12;3
2753;1;0;9;5
2754;0;0;12;5
2755;0;0;8;2
2756;0;0;12;2
2757;0;1;11;12
2758;0;0;12;5
2759;0;0;12;15
2760;0;1;9;4
2761;0;1;15;15
2762;1;0;13;8
2763;1;1;8;18
2764;0;0;15;13
2765;0;1;10;6
2766;0;0;14;3
2767;0;0;15;11
2768;1;1;7;13
2769;1;1;7;11
2770;1;0;12;6
2771;0;0;13;12
2772;0;0;15;2
2773;0;0;9;10
2774;0;0;12;11
2775;0;0;15;18
2776;0;0;8;14
2777;0;0;14;11
2778;1;1;12;1
2779;0;1;8;5
2780;0;0;11;9
2781;1;1;10;11
2782;0;1;13;18
2783;0;1;12;11
2784;0;0;10;15
2785;0;1;15;12
2786;0;0;12;10
2787;0;0;10;6
2788;1;1;8;10
2789;0;0;7;13
2790;1;1;11;2
2791;0;0;11;13
2792;1;0;8;15
2793;0;0;10;12
2794;0;0;14;6
2795;0;0;11;12
2796;0;0;8;8
2797;0;1;11;18
2798;1;0;7;10
2799;1;1;8;12
2800;0;0;8;15
2801;0;1;13;11
2802;0;0;14;9
2803;0;0;10;13
2804;0;0;9;7
2805;0;0;10;11
2806;1;1;10;3
2807;0;0;12;5
2808;0;0;14;18
2809;0;0;10;14
2810;0;0;14;1
2811;0;0;8;13
2812;0;1;9;16
2813;0;1;7;11
2814;0;0;15;15
2815;0;0;10;12
2816;1;0;10;18
2817;0;1;15;16
2818;0;0;12;19
2819;0;1;13;3
2820;0;0;15;12
2821;1;1;12;9
2822;0;1;8;18
2823;0;0;12;7
2824;0;0;10;5
2825;0;0;12;13
2826;1;1;10;19
2827;0;1;7;9
2828;0;0;8;6
2829;0;1;14;20
2830;1;1;14;0
2831;1;1;9;7
2832;0;1;8;17
2833;0;0;8;8
2834;0;0;12;14
2835;1;1;13;4
2836;1;0;12;16
2837;1;0;13;6
2838;1;0;8;9
2839;1;1;11;20
2840;0;0;7;15
2841;1;1;11;3
2842;0;0;7;13
2843;1;1;8;13
2844;0;1;13;13
2845;0;0;10;17
2846;1;1;9;14
2847;1;1;9;3
2848;0;0;11;15
2849;1;1;11;11
2850;0;0;7;1
2851;1;0;12;12
2852;0;1;12;3
2853;1;0;9;5
2854;0;0;12;5
2855;0;0;8;2
2856;0;0;12;2
2857;0;1;11;12
2858;0;0;12;5
2859;0;0;12;15
2860;0;1;9;4
2861;0;1;15;15
2862;1;0;13;8
2863;1;1;8;18
2864;0;0;15;13
2865;0;1;10;6
2866;0;0;14;3
2867;0;0;15;11
2868;1;1;7;13
2869;1;1;7;11
2870;1;0;12;6
2871;0;0;13;12
2872;0;0;15;2
2873;0;0;9;10
2874;0;0;12;11
2875;0;0;15;18
2876;0;0;8;14
2877;0;0;14;11
2878;1;1;12;1
2879;0;1;8;5
2880;0;0;11;9
2881;1;1;10;11
2882;0;1;13;18
2883;0;1;12;11
2884;0;0;10;15
2885;0;1;15;12
2886;0;0;12;10
2887;0;0;10;6
2888;1;1;8;10
2889;0;0;7;13
2890;1;1;11;2
2891;0;0;11;13
2892;1;0;8;15
2893;0;0;10;12
2894;0;0;14;6
2895;0;0;11;12
2896;0;0;8;8
2897;0;1;11;18
2898;1;0;7;10
2899;1;1;8;12
2900;0;0;8;15
2901;0;1;13;11
2902;0;0;14;9
2903;0;0;10;13
2904;0;0;9;7
2905;0;0;10;11
2906;1;1;10;3
2907;0;0;12;5
2908;0;0;14;18
2909;0;0;10;14
2910;0;0;14;1
2911;0;0;8;13
2912;0;1;9;16
2913;0;1;7;11
2914;0;0;15;15
2915;0;0;10;12
2916;1;0;10;18
2917;0;1;15;16
2918;0;0;12;19
2919;0;1;13;3
2920;0;0;15;12
2921;1;1;12;9
2922;0;1;8;18
2923;0;0;12;7
2924;0;0;10;5
2925;0;0;12;13
2926;1;1;10;19
2927;0;1;7;9
2928;0;0;8;6
2929;0;1;14;20
2930;1;1;14;0
2931;1;1;9;7
2932;0;1;8;17
2933;0;0;8;8
2934;0;0;12;14
2935;1;1;13;4
2936;1;0;12;16
2937;1;0;13;6
2938;1;0;8;9
2939;1;1;11;20
2940;0;0;7;15
2941;1;1;11;3
2942;0;0;7;13
2943;1;1;8;13
2944;0;1;13;13
2945;0;0;10;17
2946;1;1;9;14
2947;1;1;9;3
2948;0;0;11;15
2949;1;1;11;11
2950;0;0;7;1
2951;1;0;12;12
2952;0;1;12;3
2953;1;0;9;5
2954;0;0;12;5
2955;0;0;8;2
2956;0;0;12;2
2957;0;1;11;12
2958;0;0;12;5
2959;0;0;12;15
2960;0;1;9;4
2961;0;1;15;15
2962;1;0;13;8
2963;1;1;8;18
2964;0;0;15;13
2965;0;1;10;6
2966;0;0;14;3
2967;0;0;15;11
2968;1;1;7;13
2969;1;1;7;11
2970;1;0;12;6
2971;0;0;13;12
2972;0;0;15;2
2973;0;0;9;10
2974;0;0;12;11
2975;0;0;15;18
2976;0;0;8;14
2977;0;0;14;11
2978;1;1;12;1
2979;0;1;8;5
2980;0;0;11;9
2981;1;1;10;11
2982;0;1;13;18
2983;0;1;12;11
2984;0;0;10;15
2985;0;1;15;12
2986;0;0;12;10
2987;0;0;10;6
2988;1;1;8;10
2989;0;0;7;13
2990;1;1;11;2
2991;0;0;11;13
2992;1;0;8;15
2993;0;0;10;12
2994;0;0;14;6
2995;0;0;11;12
2996;0;0;8;8
2997;0;1;11;18
2998;1;0;7;10
2999;1;1;8;12
3000;0;0;8;15
3001;0;1;13;11
3002;0;0;14;9
3003;0;0;10;13
3004;0;0;9;7
3005;0;0;10;11
3006;1;1;10;3
3007;0;0;12;5
3008;0;0;14;18
3009;0;0;10;14
3010;0;0;14;1
3011;0;0;8;13
3012;0;1;9;16
3013;0;1;7;11
3014;0;0;15;15
3015;0;0;10;12
3016;1;0;10;18
3017;0;1;15;16
3018;0;0;12;19
3019;0;1;13;3
3020;0;0;15;12
3021;1;1;12;9
3022;0;1;8;18
3023;0;0;12;7
3024;0;0;10;5
3025;0;0;12;13
3026;1;1;10;19
3027;0;1;7;9
3028;0;0;8;6
3029;0;1;14;20
3030;1;1;14;0
3031;1;1;9;7
3032;0;1;8;17
3033;0;0;8;8
3034;0;0;12;14
3035;1;1;13;4
3036;1;0;12;16
3037;1;0;13;6
3038;1;0;8;9
3039;1;1;11;20
3040;0;0;7;15
3041;1;1;11;3
3042;0;0;7;13
3043;1;1;8;13
3044;0;1;13;13
3045;0;0;10;17
3046;1;1;9;14
3047;1;1;9;3
3048;0;0;11;15
3049;1;1;11;11
3050;0;0;7;1
3051;1;0;12;12
3052;0;1;12;3
3053;1;0;9;5
3054;0;0;12;5
3055;0;0;8;2
3056;0;0;12;2
3057;0;1;11;12
3058;0;0;12;5
3059;0;0;12;15
3060;0;1;9;4
3061;0;1;15;15
3062;1;0;13;8
3063;1;1;8;18
3064;0;0;15;13
3065;0;1;10;6
3066;0;0;14;3
3067;0;0;15;11
3068;1;1;7;13
3069;1;1;7;11
3070;1;0;12;6
3071;0;0;13;12
3072;0;0;15;2
3073;0;0;9;10
3074;0;0;12;11
3075;0;0;15;18
3076;0;0;8;14
3077;0;0;14;11
3078;1;1;12;1
3079;0;1;8;5
3080;0;0;11;9
3081;1;1;10;11
3082;0;1;13;18
3083;0;1;12;11
3084;0;0;10;15
3085;0;1;15;12
3086;0;0;12;10
3087;0;0;10;6
3088;1;1;8;10
3089;0;0;7;13
3090;1;1;11;2
3091;0;0;11;13
3092;1;0;8;15
3093;0;0;10;12
3094;0;0;14;6
3095;0;0;11;12
3096;0;0;8;8
3097;0;1;11;18
3098;1;0;7;10
3099;1;1;8;12
3100;0;0;8;15
3101;0;1;13;11
3102;0;0;14;9
3103;0;0;10;13
3104;0;0;9;7
3105;0;0;10;11
3106;1;1;10;3
3107;0;0;12;5
3108;0;0;14;18
3109;0;0;10;14
3110;0;0;14;1
3111;0;0;8;13
3112;0;1;9;16
3113;0;1;7;11
3114;0;0;15;15
3115;0;0;10;12
3116;1;0;10;18
3117;0;1;15;16
3118;0;0;12;19
3119;0;1;13;3
3120;0;0;15;12
3121;1;1;12;9
3122;0;1;8;18
3123;0;0;12;7
3124;0;0;10;5
3125;0;0;12;13
3126;1;1;10;19
3127;0;1;7;9
3128;0;0;8;6
3129;0;1;14;20
3130;1;1;14;0
3131;1;1;9;7
3132;0;1;8;17
3133;0;0;8;8
3134;0;0;12;14
3135;1;1;13;4
3136;1;0;12;16
3137;1;0;13;6
3138;1;0;8;9
3139;1;1;11;20
3140;0;0;7;15
3141;1;1;11;3
3142;0;0;7;13
3143;1;1;8;13
3144;0;1;13;13
3145;0;0;10;17
3146;1;1;9;14
3147;1;1;9;3
3148;0;0;11;15
3149;1;1;11;11
3150;0;0;7;1
3151;1;0;12;12
3152;0;1;12;3
3153;1;0;9;5
3154;0;0;12;5
3155;0;0;8;2
3156;0;0;12;2
3157;0;1;11;12
3158;0;0;12;5
3159;0;0;12;15
3160;0;1;9;4
3161;0;1;15;15
3162;1;0;13;8
3163;1;1;8;18
3164;0;0;15;13
3165;0;1;10;6
3166;0;0;14;3
3167;0;0;15;11
3168;1;1;7;13
3169;1;1;7;11
3170;1;0;12;6
3171;0;0;13;12
3172;0;0;15;2
3173;0;0;9;10
3174;0;0;12;11
3175;0;0;15;18
3176;0;0;8;14
3177;0;0;14;11
3178;1;1;12;1
3179;0;1;8;5
3180;0;0;11;9
3181;1;1;10;11
3182;0;1;13;18
3183;0;1;12;11
3184;0;0;10;15
3185;0;1;15;12
3186;0;0;12;10
3187;0;0;10;6
3188;1;1;8;10
3189;0;0;7;13
3190;1;1;11;2
3191;0;0;11;13
3192;1;0;8;15
3193;0;0;10;12
3194;0;0;14;6
3195;0;0;11;12
3196;0;0;8;8
3197;0;1;11;18
3198;1;0;7;10
3199;1;1;8;12
3200;0;0;8;15
3201;0;1;13;11
3202;0;0;14;9
3203;0;0;10;13
3204;0;0;9;7
3205;0;0;10;11
3206;1;1;10;3
3207;0;0;12;5
3208;0;0;14;18
3209;0;0;10;14
3210;0;0;14;1
3211;0;0;8;13
3212;0;1;9;16
3213;0;1;7;11
3214;0;0;15;15
3215;0;0;10;12
3216;1;0;10;18
3217;0;1;15;16
3218;0;0;12;19
3219;0;1;13;3
3220;0;0;15;12
3221;1;1;12;9
3222;0;1;8;18
3223;0;0;12;7
3224;0;0;10;5
3225;0;0;12;13
3226;1;1;10;19
3227;0;1;7;9
3228;0;0;8;6
3229;0;1;14;20
3230;1;1;14;0
3231;1;1;9;7
3232;0;1;8;17
3233;0;0;8;8
3234;0;0;12;14
3235;1;1;13;4
3236;1;0;12;16
3237;1;0;13;6
3238;1;0;8;9
3239;1;1;11;20
3240;0;0;7;15
3241;1;1;11;3
3242;0;0;7;13
3243;1;1;8;13
3244;0;1;13;13
3245;0;0;10;17
3246;1;1;9;14
3247;1;1;9;3
3248;0;0;11;15
3249;1;1;11;11
3250;0;0;7;1
3251;1;0;12;12
3252;0;1;12;3
3253;1;0;9;5
3254;0;0;12;5
3255;0;0;8;2
3256;0;0;12;2
3257;0;1;11;12
3258;0;0;12;5
3259;0;0;12;15
3260;0;1;9;4
3261;0;1;15;15
3262;1;0;13;8
3263;1;1;8;18
3264;0;0;15;13
3265;0;1;10;6
3266;0;0;14;3
3267;0;0;15;11
3268;1;1;7;13
3269;1;1;7;11
3270;1;0;12;6
3271;0;0;13;12
3272;0;0;15;2
3273;0;0;9;10
3274;0;0;12;11
3275;0;0;15;18
3276;0;0;8;14
3277;0;0;14;11
3278;1;1;12;1
3279;0;1;8;5
3280;0;0;11;9
3281;1;1;10;11
3282;0;1;13;18
3283;0;1;12;11
3284;0;0;10;15
3285;0;1;15;12
3286;0;0;12;10
3287;0;0;10;6
3288;1;1;8;10
3289;0;0;7;13
3290;1;1;11;2
3291;0;0;11;13
3292;1;0;8;15
3293;0;0;10;12
3294;0;0;14;6
3295;0;0;11;12
3296;0;0;8;8
3297;0;1;11;18
3298;1;0;7;10
3299;1;1;8;12
3300;0;0;8;15
3301;0;1;13;11
3302;0;0;14;9
3303;0;0;10;13
3304;0;0;9;7
3305;0;0;10;11
3306;1;1;10;3
3307;0;0;12;5
3308;0;0;14;18
3309;0;0;10;14
3310;0;0;14;1
3311;0;0;8;13
3312;0;1;9;16
3313;0;1;7;11
3314;0;0;15;15
3315;0;0;10;12
3316;1;0;10;18
3317;0;1;15;16
3318;0;0;12;19
3319;0;1;13;3
3320;0;0;15;12
3321;1;1;12;9
3322;0;1;8;18
3323;0;0;12;7
3324;0;0;10;5
3325;0;0;12;13
3326;1;1;10;19
3327;0;1;7;9
3328;0;0;8;6
3329;0;1;14;20
3330;1;1;14;0
3331;1;1;9;7
3332;0;1;8;17
3333;0;0;8;8
3334;0;0;12;14
3335;1;1;13;4
3336;1;0;12;16
3337;1;0;13;6
3338;1;0;8;9
3339;1;1;11;20
3340;0;0;7;15
3341;1;1;11;3
3342;0;0;7;13
3343;1;1;8;13
3344;0;1;13;13
3345;0;0;10;17
3346;1;1;9;14
3347;1;1;9;3
3348;0;0;11;15
3349;1;1;11;11
3350;0;0;7;1
3351;1;0;12;12
3352;0;1;12;3
3353;1;0;9;5
3354;0;0;12;5
3355;0;0;8;2
3356;0;0;12;2
3357;0;1;11;12
3358;0;0;12;5
3359;0;0;12;15
3360;0;1;9;4
3361;0;1;15;15
3362;1;0;13;8
3363;1;1;8;18
3364;0;0;15;13
3365;0;1;10;6
3366;0;0;14;3
3367;0;0;15;11
3368;1;1;7;13
3369;1;1;7;11
3370;1;0;12;6
3371;0;0;13;12
3372;0;0;15;2
3373;0;0;9;10
3374;0;0;12;11
3375;0;0;15;18
3376;0;0;8;14
3377;0;0;14;11
3378;1;1;12;1
3379;0;1;8;5
3380;0;0;11;9
3381;1;1;10;11
3382;0;1;13;18
3383;0;1;12;11
3384;0;0;10;15
3385;0;1;15;12
3386;0;0;12;10
3387;0;0;10;6
3388;1;1;8;10
3389;0;0;7;13
3390;1;1;11;2
3391;0;0;11;13
3392;1;0;8;15
3393;0;0;10;12
3394;0;0;14;6
3395;0;0;11;12
3396;0;0;8;8
3397;0;1;11;18
3398;1;0;7;10
3399;1;1;8;12
3400;0;0;8;15
3401;0;1;13;11
3402;0;0;14;9
3403;0;0;10;13
3404;0;0;9;7
3405;0;0;10;11
3406;1;1;10;3
3407;0;0;12;5
3408;0;0;14;18
3409;0;0;10;14
3410;0;0;14;1
3411;0;0;8;13
3412;0;1;9;16
3413;0;1;7;11
3414;0;0;15;15
3415;0;0;10;12
3416;1;0;10;18
3417;0;1;15;16
3418;0;0;12;19
3419;0;1;13;3
3420;0;0;15;12
3421;1;1;12;9
3422;0;1;8;18
3423;0;0;12;7
3424;0;0;10;5
3425;0;0;12;13
3426;1;1;10;19
3427;0;1;7;9
3428;0;0;8;6
3429;0;1;14;20
3430;1;1;14;0
3431;1;1;9;7
3432;0;1;8;17
3433;0;0;8;8
3434;0;0;12;14
3435;1;1;13;4
3436;1;0;12;16
3437;1;0;13;6
3438;1;0;8;9
3439;1;1;11;20
3440;0;0;7;15
3441;1;1;11;3
3442;0;0;7;13
3443;1;1;8;13
3444;0;1;13;13
3445;0;0;10;17
3446;1;1;9;14
3447;1;1;9;3
3448;0;0;11;15
3449;1;1;11;11
3450;0;0;7;1
3451;1;0;12;12
3452;0;1;12;3
3453;1;0;9;5
3454;0;0;12;5
3455;0;0;8;2
3456;0;0;12;2
3457;0;1;11;12
3458;0;0;12;5
3459;0;0;12;15
3460;0;1;9;4
3461;0;1;15;15
3462;1;0;13;8
3463;1;1;8;18
3464;0;0;15;13
3465;0;1;10;6
3466;0;0;14;3
3467;0;0;15;11
3468;1;1;7;13
3469;1;1;7;11
3470;1;0;12;6
3471;0;0;13;12
3472;0;0;15;2
3473;0;0;9;10
3474;0;0;12;11
3475;0;0;15;18
3476;0;0;8;14
3477;0;0;14;11
3478;1;1;12;1
3479;0;1;8;5
3480;0;0;11;9
3481;1;1;10;11
3482;0;1;13;18
3483;0;1;12;11
3484;0;0;10;15
3485;0;1;15;12
3486;0;0;12;10
3487;0;0;10;6
3488;1;1;8;10
3489;0;0;7;13
3490;1;1;11;2
3491;0;0;11;13
3492;1;0;8;15
3493;0;0;10;12
3494;0;0;14;6
3495;0;0;11;12
3496;0;0;8;8
3497;0;1;11;18
3498;1;0;7;10
3499;1;1;8;12
3500;0;0;8;15
3501;0;1;13;11
3502;0;0;14;9
3503;0;0;10;13
3504;0;0;9;7
3505;0;0;10;11
3506;1;1;10;3
3507;0;0;12;5
3508;0;0;14;18
3509;0;0;10;14
3510;0;0;14;1
3511;0;0;8;13
3512;0;1;9;16
3513;0;1;7;11
3514;0;0;15;15
3515;0;0;10;12
3516;1;0;10;18
3517;0;1;15;16
3518;0;0;12;19
3519;0;1;13;3
3520;0;0;15;12
3521;1;1;12;9
3522;0;1;8;18
3523;0;0;12;7
3524;0;0;10;5
3525;0;0;12;13
3526;1;1;10;19
3527;0;1;7;9
3528;0;0;8;6
3529;0;1;14;20
3530;1;1;14;0
3531;1;1;9;7
3532;0;1;8;17
3533;0;0;8;8
3534;0;0;12;14
3535;1;1;13;4
3536;1;0;12;16
3537;1;0;13;6
3538;1;0;8;9
3539;1;1;11;20
3540;0;0;7;15
3541;1;1;11;3
3542;0;0;7;13
3543;1;1;8;13
3544;0;1;13;13
3545;0;0;10;17
3546;1;1;9;14
3547;1;1;9;3
3548;0;0;11;15
3549;1;1;11;11
3550;0;0;7;1
3551;1;0;12;12
3552;0;1;12;3
3553;1;0;9;5
3554;0;0;12;5
3555;0;0;8;2
3556;0;0;12;2
3557;0;1;11;12
3558;0;0;12;5
3559;0;0;12;15
3560;0;1;9;4
3561;0;1;15;15
3562;1;0;13;8
3563;1;1;8;18
3564;0;0;15;13
3565;0;1;10;6
3566;0;0;14;3
3567;0;0;15;11
3568;1;1;7;13
3569;1;1;7;11
3570;1;0;12;6
3571;0;0;13;12
3572;0;0;15;2
3573;0;0;9;10
3574;0;0;12;11
3575;0;0;15;18
3576;0;0;8;14
3577;0;0;14;11
3578;1;1;12;1
3579;0;1;8;5
3580;0;0;11;9
3581;1;1;10;11
3582;0;1;13;18
3583;0;1;12;11
3584;0;0;10;15
3585;0;1;15;12
3586;0;0;12;10
3587;0;0;10;6
3588;1;1;8;10
3589;0;0;7;13
3590;1;1;11;2
3591;0;0;11;13
3592;1;0;8;15
3593;0;0;10;12
3594;0;0;14;6
3595;0;0;11;12
3596;0;0;8;8
3597;0;1;11;18
3598;1;0;7;10
3599;1;1;8;12
3600;0;0;8;15
3601;0;1;13;11
3602;0;0;14;9
3603;0;0;10;13
3604;0;0;9;7
3605;0;0;10;11
3606;1;1;10;3
3607;0;0;12;5
3608;0;0;14;18
3609;0;0;10;14
3610;0;0;14;1
3611;0;0;8;13
3612;0;1;9;16
3613;0;1;7;11
3614;0;0;15;15
3615;0;0;10;12
3616;1;0;10;18
3617;0;1;15;16
3618;0;0;12;19
3619;0;1;13;3
3620;0;0;15;12
3621;1;1;12;9
3622;0;1;8;18
3623;0;0;12;7
3624;0;0;10;5
3625;0;0;12;13
3626;1;1;10;19
3627;0;1;7;9
3628;0;0;8;6
3629;0;1;14;20
3630;1;1;14;0
3631;1;1;9;7
3632;0;1;8;17
3633;0;0;8;8
3634;0;0;12;14
3635;1;1;13;4
3636;1;0;12;16
3637;1;0;13;6
3638;1;0;8;9
3639;1;1;11;20
3640;0;0;7;15
3641;1;1;11;3
3642;0;0;7;13
3643;1;1;8;13
3644;0;1;13;13
3645;0;0;10;17
3646;1;1;9;14
3647;1;1;9;3
3648;0;0;11;15
3649;1;1;11;11
3650;0;0;7;1
3651;1;0;12;12
3652;0;1;12;3
3653;1;0;9;5
3654;0;0;12;5
3655;0;0;8;2
3656;0;0;12;2
3657;0;1;11;12
3658;0;0;12;5
3659;0;0;12;15
3660;0;1;9;4
3661;0;1;15;15
3662;1;0;13;8
3663;1;1;8;18
3664;0;0;15;13
3665;0;1;10;6
3666;0;0;14;3
3667;0;0;15;11
3668;1;1;7;13
3669;1;1;7;11
3670;1;0;12;6
3671;0;0;13;12
3672;0;0;15;2
3673;0;0;9;10
3674;0;0;12;11
3675;0;0;15;18
3676;0;0;8;14
3677;0;0;14;11
3678;1;1;12;1
3679;0;1;8;5
3680;0;0;11;9
3681;1;1;10;11
3682;0;1;13;18
3683;0;1;12;11
3684;0;0;10;15
3685;0;1;15;12
3686;0;0;12;10
3687;0;0;10;6
3688;1;1;8;10
3689;0;0;7;13
3690;1;1;11;2
3691;0;0;11;13
3692;1;0;8;15
3693;0;0;10;12
3694;0;0;14;6
3695;0;0;11;12
3696;0;0;8;8
3697;0;1;11;18
3698;1;0;7;10
3699;1;1;8;12
3700;0;0;8;15
3701;0;1;13;11
3702;0;0;14;9
3703;0;0;10;13
3704;0;0;9;7
3705;0;0;10;11
3706;1;1;10;3
3707;0;0;12;5
3708;0;0;14;18
3709;0;0;10;14
3710;0;0;14;1
3711;0;0;8;13
3712;0;1;9;16
3713;0;1;7;11
3714;0;0;15;15
3715;0;0;10;12
3716;1;0;10;18
3717;0;1;15;16
3718;0;0;12;19
3719;0;1;13;3
3720;0;0;15;12
3721;1;1;12;9
3722;0;1;8;18
3723;0;0;12;7
3724;0;0;10;5
3725;0;0;12;13
3726;1;1;10;19
3727;0;1;7;9
3728;0;0;8;6
3729;0;1;14;20
3730;1;1;14;0
3731;1;1;9;7
3732;0;1;8;17
3733;0;0;8;8
3734;0;0;12;14
3735;1;1;13;4
3736;1;0;12;16
3737;1;0;13;6
3738;1;0;8;9
3739;1;1;11;20
3740;0;0;7;15
3741;1;1;11;3
3742;0;0;7;13
3743;1;1;8;13
3744;0;1;13;13
3745;0;0;10;17
3746;1;1;9;14
3747;1;1;9;3
3748;0;0;11;15
3749;1;1;11;11
3750;0;0;7;1
3751;1;0;12;12
3752;0;1;12;3
3753;1;0;9;5
3754;0;0;12;5
3755;0;0;8;2
3756;0;0;12;2
3757;0;1;11;12
3758;0;0;12;5
3759;0;0;12;15
3760;0;1;9;4
3761;0;1;15;15
3762;1;0;13;8
3763;1;1;8;18
3764;0;0;15;13
3765;0;1;10;6
3766;0;0;14;3
3767;0;0;15;11
3768;1;1;7;13
3769;1;1;7;11
3770;1;0;12;6
3771;0;0;13;12
3772;0;0;15;2
3773;0;0;9;10
3774;0;0;12;11
3775;0;0;15;18
3776;0;0;8;14
3777;0;0;14;11
3778;1;1;12;1
3779;0;1;8;5
3780;0;0;11;9
3781;1;1;10;11
3782;0;1;13;18
3783;0;1;12;11
3784;0;0;10;15
3785;0;1;15;12
3786;0;0;12;10
3787;0;0;10;6
3788;1;1;8;10
3789;0;0;7;13
3790;1;1;11;2
3791;0;0;11;13
3792;1;0;8;15
3793;0;0;10;12
3794;0;0;14;6
3795;0;0;11;12
3796;0;0;8;8
3797;0;1;11;18
3798;1;0;7;10
3799;1;1;8;12
3800;0;0;8;15
3801;0;1;13;11
3802;0;0;14;9
3803;0;0;10;13
3804;0;0;9;7
3805;0;0;10;11
3806;1;1;10;3
3807;0;0;12;5
3808;0;0;14;18
3809;0;0;10;14
3810;0;0;14;1
3811;0;0;8;13
3812;0;1;9;16
3813;0;1;7;11
3814;0;0;15;15
3815;0;0;10;12
3816;1;0;10;18
3817;0;1;15;16
3818;0;0;12;19
3819;0;1;13;3
3820;0;0;15;12
3821;1;1;12;9
3822;0;1;8;18
3823;0;0;12;7
3824;0;0;10;5
3825;0;0;12;13
3826;1;1;10;19
3827;0;1;7;9
3828;0;0;8;6
3829;0;1;14;20
3830;1;1;14;0
3831;1;1;9;7
3832;0;1;8;17
3833;0;0;8;8
3834;0;0;12;14
3835;1;1;13;4
3836;1;0;12;16
3837;1;0;13;6
3838;1;0;8;9
3839;1;1;11;20
3840;0;0;7;15
3841;1;1;11;3
3842;0;0;7;13
3843;1;1;8;13
3844;0;1;13;13
3845;0;0;10;17
3846;1;1;9;14
3847;1;1;9;3
3848;0;0;11;15
3849;1;1;11;11
3850;0;0;7;1
3851;1;0;12;12
3852;0;1;12;3
3853;1;0;9;5
3854;0;0;12;5
3855;0;0;8;2
3856;0;0;12;2
3857;0;1;11;12
3858;0;0;12;5
3859;0;0;12;15
3860;0;1;9;4
3861;0;1;15;15
3862;1;0;13;8
3863;1;1;8;18
3864;0;0;15;13
3865;0;1;10;6
3866;0;0;14;3
3867;0;0;15;11
3868;1;1;7;13
3869;1;1;7;11
3870;1;0;12;6
3871;0;0;13;12
3872;0;0;15;2
3873;0;0;9;10
3874;0;0;12;11
3875;0;0;15;18
3876;0;0;8;14
3877;0;0;14;11
3878;1;1;12;1
3879;0;1;8;5
3880;0;0;11;9
3881;1;1;10;11
3882;0;1;13;18
3883;0;1;12;11
